Country,Region,HappinessRank_2016,HappinessScore_2016,Economy_2016,Family_2016,Health_2016,Freedom_2016,Trust_2016,Generosity_2016,HappinessRank_2015,HappinessScore_2015,Economy_2015,Family_2015,Health_2015,Freedom_2015,Trust_2015,Generosity_2015,HappinessRank_2017,HappinessScore_2017,Economy_2017,Family_2017,Health_2017,Freedom_2017,Generosity_2017,Trust_2017,HappinessRank_2018,HappinessScore_2018,Economy_2018,Family_2018,Health_2018,Freedom_2018,Generosity_2018,HappinessRank_2019,HappinessScore_2019,Economy_2019,Family_2019,Health_2019,Freedom_2019,Generosity_2019,HappinessRank_2020,HappinessScore_2020,Economy_2020,Family_2020,Health_2020,Freedom_2020,Generosity_2020,HappinessRank_2021,HappinessScore_2021,Economy_2021,Family_2021,Health_2021,Freedom_2021,Generosity_2021,HappinessRank_2022,HappinessScore_2022,Economy_2022,Family_2022,Health_2022,Freedom_2022,Generosity_2022
Afghanistan,South Asia,154,3.36,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,153,3.575,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,141,3.79399991,0.401477218,0.581543326,0.180746779,0.10617952,0.311870933,0.06115783,145,3.632,0.332,0.537,0.255,0.085,0.191,154,3.203,0.35,0.517,0.361,0,0.158,153,2.566900015,0.746286058,0.470366955,0.525900002,0.396573007,-0.0964294,149,2.523,0.7695,0.463,0.52493,0.382,-0.102,146,2.404,0.758,0,0.289,0.289,0.289
Albania,Central and Eastern Europe,109,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,95,4.959,0.87867,0.80434,0.81325,0.35733,0.06413,0.14272,109,4.644000053,0.996192753,0.803685248,0.731159747,0.381498635,0.201312944,0.039864216,112,4.586,0.916,0.817,0.79,0.419,0.149,107,4.719,0.947,0.848,0.874,0.383,0.178,105,4.882699966,0.94179306,0.671070457,0.687081375,0.781994224,-0.042309489,93,5.117,0.952,0.697,0.68999,0.785,-0.03,90,5.199,1.439,0.646,0.719,0.719,0.719
Algeria,Middle East and Northern Africa,38,6.355,1.05266,0.83309,0.61804,0.21006,0.16157,0.07044,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822,53,5.872000217,1.091864467,1.146217465,0.617584646,0.233335808,0.069436647,0.14609611,84,5.295,0.979,1.154,0.687,0.077,0.055,88,5.211,1.002,1.16,0.785,0.086,0.073,100,5.005099773,0.953796482,0.803385139,0.659051743,0.466610909,-0.121105164,109,4.887,0.9342,0.802,0.66005,0.48,-0.067,96,5.122,1.363,0.97,0.643,0.643,0.643
Angola,Sub-Saharan Africa,141,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,137,4.033,0.75778,0.8604,0.16683,0.10384,0.07122,0.12344,140,3.795000076,0.85842818,1.10441196,0.049868666,0,0.09792649,0.069720335,142,3.795,0.73,1.125,0.269,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0.688038025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Latin America and Caribbean,26,6.65,1.15137,1.06612,0.69711,0.42284,0.07296,0.10989,30,6.574,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451,24,6.598999977,1.185295463,1.440451145,0.695137084,0.494519204,0.109457061,0.059739888,29,6.388,1.073,1.468,0.744,0.57,0.062,47,6.086,1.092,1.432,0.881,0.471,0.066,55,5.974699974,0.981095505,0.900567949,0.667506561,0.831132412,-0.194913864,57,5.929,0.9962,0.898,0.69,0.828,-0.182,57,5.967,1.592,1.102,0.662,0.662,0.662
Armenia,Central and Eastern Europe,121,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,127,4.35,0.76821,0.77711,0.7299,0.19847,0.039,0.07855,121,4.375999928,0.900596738,1.007483721,0.637524426,0.198303267,0.083488092,0.026674422,129,4.321,0.816,0.99,0.666,0.26,0.077,116,4.559,0.85,1.055,0.815,0.283,0.095,116,4.676799774,0.910047627,0.757479429,0.73604538,0.712017834,-0.13877961,86,5.283,0.9487,0.799,0.67055,0.825,-0.168,82,5.399,1.434,0.82,0.668,0.668,0.668
Australia,Australia and New Zealand,9,7.313,1.44443,1.10476,0.8512,0.56837,0.32331,0.47407,10,7.284,1.33358,1.30923,0.93156,0.65124,0.35637,0.43562,10,7.28399992,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,10,7.272,1.34,1.573,0.91,0.647,0.361,11,7.228,1.372,1.548,1.036,0.557,0.332,12,7.222799778,1.072059631,0.944854617,0.730025024,0.915431738,0.19046016,11,7.183,1.0796,0.94,0.739,0.914,0.159,12,7.162,1.9,1.203,0.772,0.772,0.772
Austria,Western Europe,12,7.119,1.45038,1.08383,0.80565,0.54355,0.21348,0.32865,13,7.2,1.33723,1.29704,0.89042,0.62433,0.18676,0.33088,13,7.006000042,1.487097263,1.459944963,0.815328419,0.56776619,0.316472322,0.221060365,12,7.139,1.341,1.504,0.891,0.617,0.242,10,7.246,1.376,1.475,1.016,0.532,0.244,9,7.294199944,1.07428236,0.928045869,0.655084,0.899989486,0.085429221,10,7.268,1.0906,0.934,0.733,0.908,0.042,11,7.163,1.931,1.165,0.774,0.774,0.774
Azerbaijan,Central and Eastern Europe,81,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,80,5.212,1.02389,0.93793,0.64045,0.3703,0.16065,0.07799,85,5.234000206,1.153601766,1.152400255,0.540775776,0.398155838,0.04526934,0.180987507,87,5.201,1.024,1.161,0.603,0.43,0.031,90,5.208,1.043,1.147,0.769,0.351,0.035,89,5.164800167,0.968772697,0.819308281,0.685,0.786824107,-0.240255281,90,5.171,0.9569,0.836,0.65656,0.814,-0.223,92,5.173,1.458,1.093,0.56,0.56,0.56
Bahrain,Middle East and Northern Africa,42,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,49,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,41,6.086999893,1.488412261,1.323110461,0.653133035,0.536746919,0.172668487,0.25704217,43,6.105,1.338,1.366,0.698,0.594,0.243,37,6.199,1.362,1.368,0.871,0.536,0.255,40,6.227300167,1.067638016,0.876342118,0.64503067,0.905855775,0.13372919,22,6.647,1.0669,0.862,0.69495,0.925,0.089,21,6.647,1.854,1.029,0.625,0.625,0.625
Bangladesh,South Asia,110,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,109,4.694,0.39753,0.43106,0.60164,0.4082,0.12569,0.21222,110,4.607999802,0.586682975,0.735131741,0.533241034,0.478356659,0.172255352,0.123717859,115,4.5,0.532,0.85,0.579,0.58,0.153,125,4.456,0.562,0.928,0.723,0.527,0.166,107,4.832799911,0.82870636,0.687292993,0.66104332,0.90062499,-0.033664726,101,5.025,0.8454,0.693,0.648,0.877,-0.041,94,5.155,1.06,0.614,0.581,0.581,0.581
Belarus,Central and Eastern Europe,61,5.802,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,59,5.813,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,67,5.568999767,1.15655756,1.444945216,0.637714267,0.295400262,0.155137509,0.156313822,73,5.483,1.039,1.498,0.7,0.307,0.101,81,5.323,1.067,1.465,0.789,0.235,0.094,75,5.539899826,0.977994537,0.90674746,0.72001648,0.639163077,-0.164926544,75,5.534,0.9853,0.91,0.66253,0.65,-0.18,65,5.821,1.562,1.157,0.629,0.629,0.629
Belgium,Western Europe,18,6.929,1.42539,1.05249,0.81959,0.51354,0.26248,0.2424,19,6.937,1.30782,1.28566,0.89667,0.5845,0.2254,0.2225,17,6.890999794,1.463780761,1.462312698,0.818091869,0.539770722,0.231503338,0.251343131,16,6.927,1.324,1.483,0.894,0.583,0.188,18,6.923,1.356,1.504,0.986,0.473,0.16,20,6.863500118,1.06736393,0.911632538,0.543124657,0.813582063,-0.078691199,20,6.834,1.0823,0.906,0.72199,0.783,-0.153,19,6.805,1.907,1.106,0.764,0.764,0.764
Belize,Latin America and Caribbean,52,5.956,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684,155,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,50,5.955999851,0.907975316,1.081417799,0.450191766,0.547509372,0.240015641,0.096581072,49,5.956,0.807,1.101,0.474,0.593,0.183,0,0,0,0,0,0,0,0,0,0,0,0.636004715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,Sub-Saharan Africa,153,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,79,5.253,0.77042,1.10395,0.57407,0.53206,0.15445,0.47998,143,3.657000065,0.431085408,0.435299844,0.209930211,0.425962776,0.207948461,0.060929015,136,4.141,0.378,0.372,0.24,0.44,0.163,102,4.883,0.393,0.437,0.397,0.349,0.175,86,5.21600008,0.767431974,0.468671143,0.67808136,0.735182583,-0.003537213,99,5.045,0.8087,0.489,0.54713,0.757,-0.034,115,4.623,0.932,0.064,0.335,0.335,0.335
Bhutan,South Asia,84,5.196,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,51,5.89,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,97,5.011000156,0.885416389,1.340126514,0.495879292,0.501537681,0.474054545,0.17338039,97,5.082,0.796,1.335,0.527,0.541,0.364,95,5.082,0.813,1.321,0.604,0.457,0.37,0,0,0,0,0.589244537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,Latin America and Caribbean,59,5.822,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,96,4.949,0.83223,0.91916,0.79081,0.09245,0.00227,0.24808,58,5.822999954,0.833756566,1.227619052,0.47363025,0.558732927,0.225560725,0.060477726,62,5.752,0.751,1.223,0.508,0.606,0.141,61,5.779,0.776,1.209,0.706,0.511,0.137,65,5.747499943,0.885111523,0.803108692,0.664801636,0.875873327,-0.09168113,69,5.716,0.9046,0.81,0.63901,0.875,-0.077,71,5.6,1.256,0.88,0.555,0.555,0.555
Bosnia and Herzegovina,Central and Eastern Europe,87,5.163,0.93383,0.64367,0.70766,0.09511,0,0.29889,128,4.332,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,90,5.18200016,0.982409418,1.069335938,0.705186307,0.204403177,0.328867495,0,93,5.129,0.915,1.078,0.758,0.28,0.216,78,5.386,0.945,1.212,0.845,0.212,0.263,69,5.674099922,0.945581722,0.829204142,0.66803978,0.651352704,0.098274559,64,5.813,0.959,0.87,0.68098,0.706,0.113,67,5.768,1.468,1.068,0.665,0.665,0.665
Botswana,Sub-Saharan Africa,137,3.974,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,16,6.983,0.98124,1.23287,0.69702,0.49049,0.17521,0.14574,142,3.766000032,1.122094154,1.221554995,0.341755509,0.505196333,0.099348448,0.098583199,146,3.59,1.017,1.174,0.417,0.557,0.042,148,3.488,1.041,1.145,0.538,0.455,0.025,147,3.478899956,0.971120358,0.779121757,0.538894539,0.821328104,-0.250394493,146,3.467,0.9782,0.784,0.59269,0.824,-0.246,142,3.471,1.503,0.815,0.28,0.28,0.28
Brazil,Latin America and Caribbean,17,6.952,1.08754,1.03938,0.61415,0.40425,0.14166,0.15776,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,22,6.635000229,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,28,6.419,0.986,1.474,0.675,0.493,0.11,32,6.3,1.004,1.439,0.802,0.39,0.099,32,6.375599861,0.956643486,0.896723807,0.534000015,0.799804807,-0.101812392,35,6.33,0.9577,0.882,0.66601,0.804,-0.071,38,6.293,1.462,1.044,0.615,0.615,0.615
Bulgaria,Central and Eastern Europe,129,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,152,3.587,0.25812,0.85188,0.27125,0.39493,0.12832,0.21747,105,4.714000225,1.161459088,1.434379458,0.70821768,0.289231718,0.113177694,0.011051531,100,4.933,1.054,1.515,0.712,0.359,0.064,97,5.011,1.092,1.513,0.815,0.311,0.081,96,5.101500034,0.986931896,0.937840343,0.615299683,0.745178163,-0.143908441,88,5.266,1.0016,0.931,0.67,0.788,-0.096,85,5.371,1.625,1.163,0.64,0.64,0.64
Burkina Faso,Sub-Saharan Africa,145,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,157,2.905,0.0153,0.41587,0.22396,0.1185,0.10062,0.19727,134,4.032000065,0.350227714,1.043280005,0.215844259,0.324367851,0.250864685,0.120328106,121,4.424,0.314,1.097,0.254,0.312,0.175,115,4.587,0.331,1.056,0.38,0.255,0.177,112,4.768700123,0.746854496,0.712943614,0.527049408,0.665563583,-0.019080516,113,4.834,0.7678,0.672,0.54151,0.695,-0.009,113,4.67,0.779,0.565,0.32,0.32,0.32
Burundi,Sub-Saharan Africa,157,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,145,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,154,2.904999971,0.091622569,0.629793584,0.151610792,0.059900753,0.204435185,0.084147945,156,2.905,0.091,0.627,0.145,0.065,0.149,145,3.775,0.046,0.447,0.38,0.22,0.176,140,3.775300026,0.64926424,0.490325719,0.736016007,0.626350224,-0.017551597,140,3.775,0.6635,0.49,0.534,0.626,-0.024,0,0,0,0,0,0,0
Cambodia,Southeastern Asia,140,3.907,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,133,4.252,0.4225,0.88767,0.23402,0.49309,0.05786,0.20618,129,4.168000221,0.601765096,1.006238341,0.429783404,0.633375823,0.385922968,0.068105951,120,4.433,0.549,1.088,0.457,0.696,0.256,109,4.7,0.574,1.122,0.637,0.609,0.232,106,4.848400116,0.824989033,0.773080647,0.452000008,0.959704638,0.051911179,114,4.83,0.836,0.765,0.62,0.959,0.034,114,4.64,1.019,0.732,0.505,0.505,0.505
Cameroon,Sub-Saharan Africa,114,4.513,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,5,7.427,1.32629,1.32261,0.90563,0.63297,0.32957,0.45811,107,4.695000172,0.564305365,0.946018219,0.132892117,0.430388749,0.236298457,0.051306631,99,4.975,0.535,0.891,0.182,0.454,0.183,96,5.044,0.549,0.91,0.331,0.381,0.187,98,5.084899902,0.811864758,0.700386405,0.482205391,0.763051808,-0.00149645,91,5.142,0.8189,0.71,0.53515,0.731,0.026,102,5.048,0.968,0.672,0.317,0.317,0.317
Canada,North America,6,7.404,1.44015,1.0961,0.8276,0.5737,0.31329,0.44834,148,3.678,0.0785,0,0.06699,0.48879,0.08289,0.23835,7,7.315999985,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516,7,7.328,1.33,1.532,0.896,0.653,0.321,9,7.278,1.365,1.505,1.039,0.584,0.285,11,7.23210001,1.069236851,0.927176654,0.699006195,0.933913231,0.124770768,14,7.103,1.0776,0.926,0.738,0.915,0.089,15,7.025,1.886,1.188,0.783,0.783,0.783
Central African Republic,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,2.693000078,0,0,0.018772686,0.270842046,0.280876487,0.056565076,155,3.083,0.024,0,0.01,0.305,0.218,155,3.083,0.026,0,0.105,0.225,0.235,149,3.475899935,0.662516022,0.319459856,0.692891922,0.640880644,0.082410358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,Sub-Saharan Africa,144,3.763,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,149,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,137,3.936000109,0.438012987,0.953855872,0.041134715,0.162342027,0.21611385,0.053581882,131,4.301,0.358,0.907,0.053,0.189,0.181,132,4.35,0.35,0.766,0.192,0.174,0.198,127,4.422699928,0.74679637,0.632388055,0.67699585,0.587305248,0.017834719,128,4.355,0.7364,0.619,0.48478,0.579,0.041,130,4.251,0.662,0.506,0.225,0.225,0.225
Chile,Latin America and Caribbean,24,6.705,1.2167,0.90587,0.81883,0.37789,0.11451,0.31595,27,6.67,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363,20,6.65199995,1.25278461,1.284024954,0.819479704,0.376895279,0.326662421,0.082287982,25,6.476,1.131,1.331,0.808,0.431,0.197,26,6.444,1.159,1.369,0.92,0.357,0.187,39,6.228499889,1.00320549,0.879713595,0.573490105,0.744896293,-0.065668367,43,6.172,1.0071,0.882,0.7,0.742,-0.044,44,6.172,1.651,1.08,0.748,0.748,0.748
China,Eastern Asia,83,5.245,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,84,5.14,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,79,5.272999763,1.081165791,1.160837412,0.741415501,0.472787708,0.028806841,0.022794275,86,5.246,0.989,1.142,0.799,0.597,0.029,93,5.191,1.029,1.125,0.893,0.521,0.058,94,5.123899937,0.968856812,0.798760593,0.579244804,0.898517907,-0.18142575,84,5.339,0.9673,0.811,0.69593,0.904,-0.146,72,5.585,1.508,0.958,0.705,0.705,0.705
Colombia,Latin America and Caribbean,31,6.481,1.03032,1.02169,0.59659,0.44735,0.05399,0.15626,33,6.477,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,36,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742,37,6.26,0.96,1.439,0.635,0.531,0.099,43,6.125,0.985,1.41,0.841,0.47,0.099,44,6.163400173,0.950036907,0.884440243,0.529000015,0.836179912,-0.161235645,52,6.012,0.9557,0.847,0.68001,0.837,-0.135,66,5.781,1.452,0.929,0.72,0.72,0.72
Comoros,Sub-Saharan Africa,138,3.956,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,140,3.956,0.23906,0.79273,0.36315,0.22917,0.199,0.17441,0,0,0,0,0,0,0,0,114,4.559,0.682,0.811,0.343,0.514,0.091,142,3.973,0.274,0.757,0.505,0.142,0.275,134,4.288599968,0.783363009,0.625662446,0.712998505,0.547612607,0.090008408,131,4.289,0.8031,0.626,0.57349,0.548,0.082,116,4.609,0.899,0.476,0.424,0.424,0.424
Congo (Brazzaville),Sub-Saharan Africa,127,4.236,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077,139,3.989,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,124,4.290999889,0.808964252,0.832044363,0.289957434,0.435025871,0.120852128,0.079618134,132,4.245,0.069,1.136,0.204,0.312,0.197,103,4.812,0.673,0.799,0.508,0.372,0.105,88,5.194399834,0.853698731,0.640228093,0.702149048,0.719058514,-0.123674095,83,5.342,0.8117,0.636,0.58221,0.695,-0.068,99,5.075,0.95,0.405,0.355,0.355,0.355
Congo (Kinshasa),Sub-Saharan Africa,125,4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458,120,4.517,0,1.0012,0.09806,0.22605,0.07625,0.24834,126,4.28000021,0.092102349,1.229023457,0.191407025,0.235961348,0.246455833,0.060241356,0,0,0,0,0,0,0,127,4.418,0.094,1.125,0.357,0.269,0.212,131,4.31099987,0.669425631,0.672159016,0.737022247,0.700793564,0.083637655,0,0,0,0,0,0,0,99,5.075,0.95,0.405,0.355,0.355,0.355
Costa Rica,Latin America and Caribbean,14,7.087,1.06879,1.02152,0.76146,0.55225,0.10547,0.22553,12,7.226,0.95578,1.23788,0.86027,0.63376,0.10583,0.25497,12,7.078999996,1.109706283,1.416403651,0.759509265,0.58013165,0.214613229,0.100106589,13,7.072,1.01,1.459,0.817,0.632,0.143,12,7.167,1.034,1.441,0.963,0.558,0.144,15,7.121399879,0.96581564,0.901545942,0.700479355,0.934738934,-0.10242971,16,7.069,0.988,0.891,0.714,0.934,-0.126,23,6.582,1.584,1.054,0.744,0.744,0.744
Croatia,Central and Eastern Europe,74,5.488,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,62,5.759,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,77,5.293000221,1.222556233,0.967983007,0.701288521,0.255772293,0.248002976,0.04310311,82,5.321,1.115,1.161,0.737,0.38,0.12,75,5.432,1.155,1.266,0.914,0.296,0.119,79,5.504700184,1.007087517,0.874623716,0.72402504,0.714838803,-0.128538325,60,5.882,1.0217,0.924,0.70799,0.754,-0.118,47,6.125,1.705,1.183,0.709,0.709,0.709
Cyprus,Western Europe,69,5.546,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,67,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,65,5.620999813,1.355938077,1.131363273,0.844714701,0.355111539,0.271254301,0.041237976,61,5.762,1.229,1.191,0.909,0.423,0.202,49,6.046,1.263,1.223,1.042,0.406,0.19,45,6.15899992,1.040570259,0.805996239,0.658074875,0.779858291,0.043731496,39,6.223,1.0576,0.802,0.73898,0.763,-0.015,41,6.221,1.815,0.909,0.819,0.819,0.819
Czechia,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6.92,1.815,1.26,0.715,0.715,0.715
Czech Republic,Central and Eastern Europe,27,6.596,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,31,6.505,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686,23,6.609000206,1.352682352,1.433885217,0.754444003,0.490946174,0.088106759,0.036872927,21,6.711,1.233,1.489,0.854,0.543,0.064,20,6.852,1.269,1.487,0.92,0.457,0.046,19,6.910900116,1.040416336,0.914430678,0.685000382,0.818537354,-0.230861515,18,6.965,1.0556,0.947,0.70807,0.858,-0.208,0,0,0,0,0,0,0
Denmark,Western Europe,1,7.526,1.44178,1.16374,0.79504,0.57941,0.44453,0.36171,3,7.527,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2,7.521999836,1.482383013,1.551121593,0.792565525,0.626006722,0.355280489,0.400770068,3,7.555,1.351,1.59,0.868,0.683,0.284,2,7.6,1.383,1.573,0.996,0.592,0.252,2,7.645599842,1.077400112,0.955990791,0.617801514,0.951444268,0.066201776,2,7.62,1.0933,0.954,0.727,0.946,0.03,2,7.636,1.953,1.243,0.777,0.777,0.777
