Country,Region,HappinessRank_2016,HappinessScore_2016,Economy_2016,Family_2016,Health_2016,Freedom_2016,Trust_2016,Generosity_2016,HappinessRank_2015,HappinessScore_2015,Economy_2015,Family_2015,Health_2015,Freedom_2015,Trust_2015,Generosity_2015,HappinessRank_2017,HappinessScore_2017,Economy_2017,Family_2017,Health_2017,Freedom_2017,Generosity_2017,Trust_2017,HappinessRank_2018,HappinessScore_2018,Economy_2018,Family_2018,Health_2018,Freedom_2018,Generosity_2018,HappinessRank_2019,HappinessScore_2019,Economy_2019,Family_2019,Health_2019,Freedom_2019,Generosity_2019,HappinessRank_2020,HappinessScore_2020,Economy_2020,Family_2020,Health_2020,Freedom_2020,Generosity_2020,HappinessRank_2021,HappinessScore_2021,Economy_2021,Family_2021,Health_2021,Freedom_2021,Generosity_2021,HappinessRank_2022,HappinessScore_2022,Economy_2022,Family_2022,Health_2022,Freedom_2022,Generosity_2022
Russia,Central and Eastern Europe,56,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,86,5.124,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,49,5.962999821,1.281778097,1.469282389,0.547349334,0.373783112,0.052263822,0.032962881,59,5.81,1.151,1.479,0.599,0.399,0.065,68,5.648,1.183,1.452,0.726,0.334,0.082,73,5.546000004,1.012887192,0.903150737,0.689063416,0.729892612,-0.151153743,77,5.477,1.0189,0.903,0.64703,0.718,-0.111,80,5.459,1.685,1.095,0.586,0.586,0.586
Rwanda,Sub-Saharan Africa,152,3.515,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552,64,5.716,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,151,3.470999956,0.368745893,0.945707023,0.326424807,0.581843853,0.252756029,0.455220014,151,3.408,0.332,0.896,0.4,0.636,0.2,152,3.334,0.359,0.711,0.614,0.555,0.217,150,3.312299967,0.760010433,0.54083544,0.711029892,0.900589406,0.055483952,147,3.415,0.7676,0.552,0.614,0.897,0.061,143,3.268,0.785,0.133,0.462,0.462,0.462
Saudi Arabia,Middle East and Northern Africa,34,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,154,3.465,0.22208,0.7737,0.42864,0.59201,0.55191,0.22628,37,6.343999863,1.530623555,1.286677599,0.59014833,0.449750572,0.147616014,0.273432255,33,6.371,1.379,1.331,0.633,0.509,0.098,28,6.375,1.403,1.357,0.795,0.439,0.08,27,6.406499863,1.079781246,0.874067068,0.56506012,0.854191244,-0.168695062,26,6.494,1.0743,0.891,0.66603,0.877,-0.149,25,6.523,1.87,1.092,0.577,0.577,0.577
Senegal,Sub-Saharan Africa,128,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,35,6.411,1.39541,1.08393,0.72025,0.31048,0.32524,0.13706,115,4.534999847,0.479309022,1.179691911,0.409362853,0.377922267,0.183468893,0.115460448,109,4.631,0.429,1.117,0.433,0.406,0.138,111,4.681,0.45,1.134,0.571,0.292,0.153,101,4.980800152,0.811898232,0.723616004,0.736027298,0.690596163,-0.052335154,92,5.132,0.8118,0.71,0.59802,0.695,-0.046,103,5.046,0.933,0.53,0.447,0.447,0.447
Serbia,Central and Eastern Europe,86,5.177,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,142,3.904,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843,73,5.394999981,1.069317579,1.258189797,0.650784671,0.208715528,0.220125884,0.040903781,78,5.398,0.975,1.369,0.685,0.288,0.134,70,5.603,1.004,1.383,0.854,0.282,0.137,64,5.77820015,0.968098068,0.881475747,0.51,0.726495862,-0.073676221,48,6.078,0.9787,0.873,0.686,0.778,0.002,43,6.178,1.55,1.086,0.658,0.658,0.658
Sierra Leone,Sub-Saharan Africa,111,4.635,0.36485,0.628,0,0.30685,0.08196,0.23897,87,5.123,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,106,4.709000111,0.368420929,0.984136045,0.005564754,0.318697691,0.293040901,0.071095176,113,4.571,0.256,0.813,0,0.355,0.238,129,4.374,0.268,0.841,0.242,0.309,0.252,139,3.926399946,0.726880312,0.636142015,0.7440271,0.715315044,0.088660747,138,3.849,0.7434,0.63,0.51651,0.717,0.084,140,3.574,0.686,0.416,0.273,0.273,0.273
Singapore,Southeastern Asia,22,6.739,1.64555,0.86758,0.94719,0.4877,0.46987,0.32706,123,4.507,0.33024,0.95571,0,0.4084,0.08786,0.21488,26,6.572000027,1.69227767,1.353814363,0.949492395,0.549840569,0.345965981,0.464307785,34,6.343,1.529,1.451,1.008,0.631,0.261,34,6.262,1.572,1.463,1.141,0.556,0.271,31,6.377099991,1.139552116,0.910268962,0.672000656,0.926645339,0.029879224,32,6.377,1.1488,0.915,0.76953,0.927,-0.018,27,6.48,2.149,1.127,0.851,0.851,0.851
Slovakia,Central and Eastern Europe,45,6.078,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,24,6.798,1.52186,1.02,1.02525,0.54252,0.4921,0.31105,40,6.09800005,1.325393558,1.505059242,0.712732911,0.295817465,0.136544481,0.024210852,39,6.173,1.21,1.537,0.776,0.354,0.118,38,6.198,1.246,1.504,0.881,0.334,0.121,37,6.280600071,1.034774971,0.922493756,0.511882362,0.749952674,-0.124409303,34,6.331,1.0369,0.936,0.69201,0.766,-0.124,35,6.391,1.736,1.232,0.707,0.707,0.707
Slovenia,Central and Eastern Europe,63,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,45,5.995,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,62,5.757999897,1.341205955,1.452518821,0.790828228,0.572575808,0.242649093,0.045128979,51,5.948,1.219,1.506,0.856,0.633,0.16,44,6.118,1.258,1.523,0.953,0.564,0.144,33,6.363399982,1.039232254,0.939575672,0.72600769,0.936142623,-0.080603383,29,6.461,1.0529,0.948,0.714,0.949,-0.101,22,6.63,1.81,1.249,0.769,0.769,0.769
Somalia,Sub-Saharan Africa,76,5.44,0,0.33613,0.11466,0.56778,0.3118,0.27225,55,5.848,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,93,5.151000023,0.022643184,0.721151352,0.113989137,0.602126956,0.291631311,0.282410324,98,4.982,0,0.712,0.115,0.674,0.238,112,4.668,0,0.698,0.268,0.559,0.243,0,0,0,0,0.741024475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somaliland Region,Sub-Saharan Africa,97,5.057,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,91,5.057,0.18847,0.95152,0.43873,0.46582,0.39928,0.50318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695999985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,Sub-Saharan Africa,116,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,113,4.642,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973,101,4.828999996,1.054698706,1.384788632,0.18708007,0.479246736,0.13936238,0.072509497,105,4.724,0.94,1.41,0.33,0.516,0.103,106,4.722,0.96,1.351,0.469,0.389,0.13,109,4.814099789,0.940337086,0.852532268,0.641045914,0.759330094,-0.109777324,103,4.956,0.9403,0.86,0.56904,0.749,-0.067,91,5.194,1.425,1.088,0.361,0.361,0.361
South Korea,Eastern Asia,57,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,47,5.984,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,55,5.837999821,1.401678443,1.128274441,0.900214076,0.257921666,0.206674367,0.063282669,57,5.875,1.266,1.204,0.955,0.244,0.175,54,5.895,1.301,1.219,1.036,0.159,0.175,61,5.872399807,1.051056671,0.799387157,0.574960747,0.612965107,-0.043404032,62,5.845,1.0651,0.799,0.739,0.672,-0.083,59,5.935,1.851,0.886,0.841,0.841,0.841
South Sudan,Sub-Saharan Africa,143,3.832,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,36,6.329,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,147,3.59100008,0.397248626,0.601323128,0.163486004,0.147062436,0.285670817,0.116793513,154,3.254,0.337,0.608,0.177,0.112,0.224,156,2.853,0.306,0.575,0.295,0.01,0.202,152,2.816600084,0.742535973,0.553707123,0.672505951,0.451313615,0.016518548,0,,0,,0,,,,0,0,0,0,0,0
Spain,Western Europe,37,6.361,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665,132,4.271,0.83524,1.01905,0.70806,0.53726,0.09179,0.40828,34,6.402999878,1.384397864,1.532090902,0.8889606,0.40878123,0.190133572,0.070914097,36,6.31,1.251,1.538,0.965,0.449,0.142,30,6.354,1.286,1.484,1.062,0.362,0.153,28,6.400899887,1.046292686,0.921125412,0.547198982,0.751989543,-0.050961714,27,6.491,1.0571,0.932,0.747,0.761,-0.081,29,6.476,1.808,1.211,0.808,0.808,0.808
Sri Lanka,South Asia,117,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,118,4.55,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,120,4.440000057,1.009850144,1.259976387,0.625130832,0.561213255,0.490863562,0.073653966,116,4.471,0.918,1.314,0.672,0.585,0.307,130,4.366,0.949,1.265,0.831,0.47,0.244,130,4.327000141,0.938996983,0.825374067,0.635,0.837633669,0.081129618,129,4.325,0.947,0.827,0.67299,0.841,0.079,127,4.362,1.415,0.934,0.66,0.66,0.66
Sudan,Sub-Saharan Africa,133,4.139,0.63069,0.81928,0.29759,0,0.10039,0.18077,40,6.269,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,130,4.138999939,0.659516692,1.21400857,0.290920824,0.014995855,0.182317451,0.08984752,137,4.139,0.605,1.24,0.312,0.016,0.134,0,0,0,0,0,0,0,0,0,0,0,0.668978577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,Latin America and Caribbean,40,6.269,1.09686,0.77866,0.50933,0.52234,0.12692,0.16665,101,4.867,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,4.212,0.811,1.149,0,0.313,0.074,0,0,0,0,0.669028168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,Sub-Saharan Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,4.308100224,0.916267395,0.770290196,0.622117081,0.646822274,-0.19920142,130,4.308,0.9065,0.77,0.50833,0.647,-0.185,0,0,0,0,0,0,0
Sweden,Western Europe,10,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,8,7.364,1.33171,1.28907,0.91087,0.6598,0.43844,0.36262,9,7.28399992,1.494387269,1.478162169,0.830875158,0.612924099,0.385399252,0.384398729,9,7.314,1.355,1.501,0.913,0.659,0.285,7,7.343,1.387,1.487,1.009,0.574,0.267,7,7.353499889,1.075879383,0.926311195,0.557082024,0.939144194,0.111614622,7,7.363,1.0867,0.934,0.727,0.945,0.086,7,7.384,1.92,1.204,0.803,0.803,0.803
Switzerland,Western Europe,2,7.509,1.52733,1.14524,0.86303,0.58557,0.41203,0.28083,1,7.587,1.39651,1.34951,0.94143,0.66557,0.41978,0.29678,4,7.493999958,1.564979553,1.516911745,0.858131289,0.620070577,0.290549278,0.367007285,5,7.487,1.42,1.549,0.927,0.66,0.256,6,7.48,1.452,1.526,1.052,0.572,0.263,3,7.559899807,1.097993279,0.942846596,0.64606781,0.921336651,0.105911039,3,7.571,1.1117,0.942,0.744,0.919,0.025,4,7.512,2.026,1.226,0.822,0.822,0.822
Syria,Middle East and Northern Africa,156,3.069,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397,156,3.006,0.6632,0.47489,0.72193,0.15684,0.18906,0.47179,152,3.461999893,0.777153134,0.396102607,0.500533342,0.081539445,0.493663728,0.151347131,150,3.462,0.689,0.382,0.539,0.088,0.376,149,3.462,0.619,0.378,0.44,0.013,0.331,0,0,0,0,0.670827866,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Taiwan,Eastern Asia,34,6.379,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,38,6.298,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,33,6.421999931,1.433626533,1.384565353,0.793984234,0.361466587,0.258360475,0.063829236,26,6.441,1.365,1.436,0.857,0.418,0.151,25,6.446,1.368,1.43,0.914,0.351,0.242,25,6.45539999,1.077568531,0.894309103,0.723016052,0.77153033,-0.073198698,24,6.584,1.0871,0.898,0.696,0.784,-0.07,26,6.512,1.897,1.095,0.733,0.733,0.733
Tajikistan,Central and Eastern Europe,100,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,106,4.786,0.39047,0.85563,0.57379,0.47216,0.15072,0.22974,96,5.040999889,0.524713635,1.271463275,0.529235125,0.471566707,0.248997644,0.146377146,88,5.199,0.474,1.166,0.598,0.292,0.187,74,5.467,0.493,1.098,0.718,0.389,0.23,71,5.555699825,0.802481079,0.835297108,0.682994995,0.831383407,-0.025088511,78,5.466,0.8091,0.86,0.64281,0.832,-0.056,83,5.377,0.966,1.005,0.518,0.518,0.518
Tanzania,Sub-Saharan Africa,149,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,146,3.781,0.2852,1.00268,0.38215,0.32878,0.05747,0.34377,153,3.348999977,0.511135876,1.041989803,0.364509284,0.390017778,0.354256362,0.066035107,153,3.303,0.455,0.991,0.381,0.481,0.27,153,3.231,0.476,0.885,0.499,0.417,0.276,148,3.476200104,0.79676652,0.688933194,0.690025482,0.82153976,0.109668687,142,3.623,0.7876,0.702,0.57999,0.833,0.183,139,3.702,0.848,0.597,0.425,0.425,0.425
Thailand,Southeastern Asia,33,6.474,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,34,6.455,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,32,6.423999786,1.127868772,1.425792456,0.647239029,0.580200732,0.57212311,0.031612735,46,6.072,1.016,1.417,0.707,0.637,0.364,52,6.008,1.05,1.409,0.828,0.557,0.359,54,5.998799801,0.974179173,0.889973223,0.651075745,0.905063033,0.268685192,54,5.985,0.9805,0.888,0.67401,0.884,0.287,61,5.891,1.535,1.096,0.697,0.697,0.697
Togo,Sub-Saharan Africa,155,3.303,0.28123,0,0.24811,0.34678,0.11587,0.17517,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,150,3.494999886,0.305444717,0.43188253,0.247105569,0.380426139,0.196896151,0.095665015,139,3.999,0.259,0.474,0.253,0.434,0.158,139,4.085,0.275,0.572,0.41,0.293,0.177,135,4.187200069,0.735771132,0.551312625,0.665053406,0.649828613,0.002667875,136,4.107,0.7362,0.569,0.54914,0.619,0.032,135,4.112,0.771,0.322,0.36,0.36,0.36
Trinidad and Tobago,Latin America and Caribbean,43,6.168,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,41,6.168,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,38,6.168000221,1.361355901,1.380228519,0.519983292,0.518630743,0.325296462,0.008964816,38,6.192,1.223,1.492,0.564,0.575,0.171,39,6.192,1.231,1.477,0.713,0.489,0.185,42,6.191899776,1.026000214,0.91529417,0.679527359,0.857907116,0.000526841,0,0,0,0,0,0,0,,0,0,0,0,0,0
Tunisia,Middle East and Northern Africa,98,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,102,4.804999828,1.007265806,0.86835146,0.613212049,0.28968069,0.049693357,0.086723149,111,4.592,0.9,0.906,0.69,0.271,0.04,124,4.461,0.921,1,0.815,0.167,0.059,128,4.392199993,0.931497288,0.688718557,0.567272835,0.593361557,-0.216413811,122,4.596,0.9266,0.691,0.67201,0.656,-0.201,120,4.516,1.35,0.596,0.656,0.656,0.656
Turkey,Middle East and Northern Africa,78,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,76,5.332,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,69,5.5,1.198274374,1.337753177,0.637605608,0.3007406,0.046693042,0.09967158,74,5.483,1.148,1.38,0.686,0.324,0.106,79,5.373,1.183,1.36,0.808,0.195,0.083,93,5.131800175,1.012941933,0.826313555,0.552993774,0.608830452,-0.171046436,104,4.948,1.024,0.822,0.67199,0.576,-0.139,112,4.744,1.707,0.865,0.702,0.702,0.702
Turkmenistan,Central and Eastern Europe,65,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,70,5.548,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,59,5.822000027,1.130776763,1.493149161,0.43772608,0.418271929,0.249924988,0.25927034,68,5.636,1.016,1.533,0.517,0.417,0.199,87,5.247,1.052,1.538,0.657,0.394,0.244,95,5.119100094,0.974803257,0.958966196,0.5561726,0.826457024,0.187671542,97,5.066,0.9629,0.983,0.62409,0.877,0.273,78,5.474,1.484,1.319,0.516,0.516,0.516
Uganda,Sub-Saharan Africa,145,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,141,3.931,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,133,4.080999851,0.381430715,1.129827738,0.217632607,0.443185955,0.325766057,0.057069719,135,4.161,0.322,1.09,0.237,0.45,0.259,136,4.189,0.332,1.069,0.443,0.356,0.252,126,4.43200016,0.750038958,0.764994621,55.70820236,0.731713951,0.099487431,119,4.636,0.7677,0.781,0.56101,0.709,0.122,117,4.603,0.777,0.875,0.418,0.418,0.418
Ukraine,Central and Eastern Europe,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,111,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,132,4.096000195,0.894651949,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,138,4.103,0.793,1.413,0.609,0.163,0.187,133,4.332,0.82,1.39,0.739,0.178,0.187,123,4.56069994,0.901069069,0.878879368,64.60678101,0.663081884,-0.030933706,110,4.875,0.9436,0.888,0.64902,0.724,-0.011,98,5.084,1.411,1.081,0.583,0.583,0.583
United Arab Emirates,Middle East and Northern Africa,28,6.573,1.57352,0.87114,0.72993,0.56215,0.35561,0.26591,20,6.901,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428,21,6.647999763,1.626343369,1.266410232,0.726798236,0.60834527,0.360941947,0.324489564,20,6.774,2.096,0.776,0.67,0.284,0.186,21,6.825,1.503,1.31,0.825,0.598,0.262,21,6.790800095,1.11099987,0.849181116,67.08278656,0.941345513,0.123450845,25,6.561,1.1085,0.844,0.67333,0.932,0.074,24,6.576,1.998,0.98,0.633,0.633,0.633
United Kingdom,Western Europe,23,6.725,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156,21,6.867,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912,19,6.714000225,1.44163394,1.49646008,0.805335939,0.508190036,0.492774159,0.265428066,11,7.19,1.244,1.433,0.888,0.464,0.262,15,7.054,1.333,1.538,0.996,0.45,0.348,13,7.164500237,1.060013485,0.93668282,72.30160522,0.834743679,0.263732493,17,7.064,1.0707,0.934,0.725,0.859,0.233,17,6.943,1.867,1.143,0.75,0.75,0.75
United States,North America,13,7.104,1.50796,1.04782,0.779,0.48163,0.14868,0.41077,15,7.119,1.39451,1.24711,0.86179,0.54604,0.1589,0.40105,14,6.993000031,1.546259284,1.419920564,0.774286628,0.505740523,0.392578781,0.135638788,18,6.886,1.398,1.471,0.819,0.547,0.291,19,6.892,1.433,1.457,0.874,0.454,0.28,18,6.939599991,1.092576885,0.914219022,68.29949951,0.842619538,0.149891734,19,6.951,1.1023,0.92,0.682,0.837,0.098,16,6.977,1.982,1.182,0.628,0.628,0.628
Uruguay,Latin America and Caribbean,29,6.545,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056,32,6.485,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,28,6.453999996,1.217559695,1.412227869,0.719216824,0.579392254,0.175096929,0.178061873,31,6.379,1.093,1.459,0.771,0.625,0.13,33,6.293,1.124,1.465,0.891,0.523,0.127,26,6.440100193,0.99481926,0.92281127,69.00254822,0.892395437,-0.101103112,31,6.431,0.9966,0.925,0.691,0.896,-0.092,30,6.474,1.615,1.18,0.672,0.672,0.672
Uzbekistan,Central and Eastern Europe,49,5.987,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,44,6.003,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837,47,5.971000195,0.786441088,1.54896915,0.498272628,0.658248663,0.415983647,0.246528223,44,6.096,0.719,1.584,0.605,0.724,0.328,41,6.174,0.745,1.529,0.756,0.631,0.322,38,6.257599831,0.87403717,0.926595807,65.10757446,0.974998116,0.248427153,42,6.179,0.8836,0.918,0.65255,0.97,0.311,53,6.063,1.219,1.092,0.6,0.6,0.6
Venezuela,Latin America and Caribbean,44,6.084,1.13367,1.03302,0.61904,0.19847,0.08304,0.0425,23,6.81,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841,82,5.25,1.128431201,1.431337595,0.617144227,0.153997123,0.06501963,0.064491123,102,4.806,0.996,1.469,0.657,0.133,0.056,108,4.707,0.96,1.427,0.805,0.154,0.064,99,5.053199768,0.897779369,0.890408158,66.50534058,0.62327832,-0.169090509,107,4.892,0.9073,0.861,0.667,0.615,-0.169,108,4.925,0,0.968,0.578,0.578,0.578
Vietnam,Southeastern Asia,96,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,75,5.36,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,94,5.073999882,0.788547575,1.277491331,0.652168989,0.571055591,0.234968051,0.087633237,95,5.103,0.715,1.365,0.702,0.618,0.177,94,5.175,0.741,1.346,0.851,0.543,0.147,83,5.353499889,0.880954552,0.849987149,67.9527359,0.939592957,-0.094533332,79,5.411,0.8973,0.85,0.68034,0.94,-0.098,77,5.485,1.252,0.932,0.611,0.611,0.611
Yemen,Middle East and Northern Africa,147,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,136,4.077,0.54649,0.68093,0.40064,0.35571,0.07854,0.09131,146,3.592999935,0.591683447,0.935382247,0.310080916,0.249463722,0.104125209,0.056767423,152,3.355,0.442,1.073,0.343,0.244,0.083,151,3.38,0.287,1.163,0.463,0.143,0.108,146,3.527400017,0.775968266,0.817980587,56.72728348,0.599920273,-0.157735437,141,3.658,0.7578,0.832,0.57122,0.602,-0.147,132,4.197,0.691,1.043,0.384,0.384,0.384
Zambia,Sub-Saharan Africa,106,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,116,4.513999939,0.636406779,1.003187299,0.257835895,0.461603492,0.249580145,0.07821355,125,4.377,0.562,1.047,0.295,0.503,0.221,138,4.107,0.578,1.058,0.426,0.431,0.247,141,3.759399891,0.822472,0.698824465,55.29937744,0.806500256,0.078037128,137,4.073,0.8145,0.708,0.55809,0.782,0.061,137,3.76,0.93,0.577,0.306,0.306,0.306
Zimbabwe,Sub-Saharan Africa,131,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,115,4.61,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,138,3.875,0.375846535,1.083095908,0.196763754,0.336384207,0.189143494,0.095375381,144,3.692,0.357,1.094,0.248,0.406,0.132,146,3.663,0.366,1.114,0.433,0.361,0.151,151,3.299200058,0.786571169,0.763092756,55.61725998,0.711457908,-0.072063953,148,3.145,0.7943,0.75,0.56201,0.677,-0.047,144,2.995,0.947,0.69,0.27,0.27,0.27